measured_at,IGCC.IG.II1211A.PV/PLOT,IGCC.IG.TT1228A.PV/PLOT,IGCC.IG.YI1593AA.PV/PLOT,IGCC.IG.TT1227A.PV/PLOT,IGCC.IG.YI1593AB.PV/PLOT,IGCC.IG.YI1594AA.PV/PLOT,IGCC.IG.YI1594AB.PV/PLOT,IGCC.IG.II1211B.PV/PLOT,IGCC.IG.TT1228B.PV/PLOT,IGCC.IG.YI1593BA.PV/PLOT,IGCC.IG.TT1227B.PV/PLOT,IGCC.IG.YI1593BB.PV/PLOT,IGCC.IG.YI1594BA.PV/PLOT,IGCC.IG.YI1594BB.PV/PLOT,IGCC.IG.II1442.PV/PLOT,IGCC.IG.TT1427.PV/PLOT,IGCC.IG.YI1483A.PV/PLOT,IGCC.IG.TT1428.PV/PLOT,IGCC.IG.YI1483B.PV/PLOT,IGCC.IG.YI1484A.PV/PLOT,IGCC.IG.YI1484B.PV/PLOT,IGCC.IG.II7140.PV/PLOT,IGCC.IG.TT7111.PV/PLOT,IGCC.IG.YI7364A.PV/PLOT,IGCC.IG.TT7100.PV/PLOT,IGCC.IG.YI7364B.PV/PLOT,IGCC.IG.YI7365A.PV/PLOT,IGCC.IG.YI7365B.PV/PLOT,IGCC.IG.II7145.PV/PLOT,IGCC.IG.TT7152.PV/PLOT,IGCC.IG.YI7358A.PV/PLOT,IGCC.IG.TT7151.PV/PLOT,IGCC.IG.YI7358B.PV/PLOT,IGCC.IG.YI7359A.PV/PLOT,IGCC.IG.YI7359B.PV/PLOT
2025-12-30 02:59:00,-1.756374,17.98053,0.6165509,16.26289,0.5592445,0.5321296,0.5790206,850.5587,61.0659,15.19116,61.67971,15.08372,7.182645,9.634975,460.1195,56.3933,22.27772,49.61176,21.11409,20.37372,28.944,-1.512234,17.44424,0.9560573,14.69777,0.9584123,1.010656,0.963464,228.0026,63.02466,11.7602,53.71568,10.36925,5.680026,6.126748
2025-12-30 03:00:00,-1.524976,18.05797,0.5858653,16.16433,0.5544546,0.5433249,0.5706173,850.8553,60.97861,15.25594,61.91412,15.21866,7.161927,9.696849,459.4059,56.3997,22.30064,49.62594,21.13354,20.17608,28.92497,-1.297647,17.55743,0.9627412,14.63401,0.9598778,0.9545407,0.9641834,227.737,63.02039,11.69904,53.71286,10.39325,5.695826,6.137839
2025-12-30 03:01:00,-1.674358,18.07259,0.6156243,16.27799,0.5726161,0.5381346,0.5910065,850.036,60.62094,15.15979,61.58293,15.19208,7.157669,9.628818,459.4478,56.4156,22.1545,49.60025,21.29705,20.08683,28.91475,-1.403625,17.49125,0.9477273,14.61184,0.9818981,0.9941788,0.9577188,227.4171,63.03707,11.80473,53.73756,10.41152,5.705322,6.142354
2025-12-30 03:02:00,-1.652972,18.22563,0.5954309,16.30082,0.5593133,0.5438102,0.5602757,850.3351,60.83777,15.24184,61.79567,15.21395,7.093768,9.646743,460.6262,56.38768,22.30525,49.61882,21.4079,20.07425,28.93936,-1.527553,17.49802,0.9799682,14.60738,0.9493091,0.9802251,0.9574652,227.9718,63.0555,11.75672,53.72944,10.45701,5.688056,6.088868
2025-12-30 03:03:00,-1.522228,18.04659,0.6007971,16.22205,0.561166,0.5278947,0.5970396,850.0038,60.47653,15.25162,62.09764,15.16468,7.226729,9.633076,461.0126,56.41229,22.29977,49.61798,21.41133,20.50203,28.89501,-1.457542,17.55708,0.9469165,14.67755,0.9868826,0.9906104,0.9817052,228.2686,63.03947,11.88694,53.73064,10.42715,5.716456,6.159964
2025-12-30 03:04:00,-1.573722,17.98999,0.6126282,16.20075,0.542614,0.530892,0.5746061,852.1168,60.78755,15.3023,61.84695,15.10154,7.14463,9.646983,459.7422,56.44738,22.22952,49.62315,21.20165,20.61147,28.90884,-1.410405,17.43795,0.976894,14.62914,0.9436334,0.9725266,0.9388263,227.8208,63.01543,11.68815,53.72948,10.45981,5.691089,6.084679
2025-12-30 03:05:00,-1.652919,17.98913,0.5839194,16.18368,0.5712212,0.5309998,0.5831338,849.6665,61.23027,15.25774,61.77706,15.16337,7.215919,9.708218,458.7781,56.4297,22.19939,49.6121,21.04646,19.93279,28.8205,-1.460476,17.56118,0.9429401,14.71116,0.9559813,0.9722796,0.9675669,227.4528,63.02021,11.96593,53.74236,10.46649,5.627891,6.11267
2025-12-30 03:06:00,-1.407192,18.14347,0.5798425,16.25173,0.573809,0.5309814,0.5783024,849.9758,60.89275,15.21519,61.78549,15.18766,7.117938,9.674968,459.6039,56.40512,22.18881,49.61423,21.2052,19.97608,28.93637,-1.543397,17.38246,0.9603726,14.64273,0.976914,0.9698186,0.9623586,227.8015,63.0467,11.8389,53.75518,10.41276,5.588796,6.215598
2025-12-30 03:07:00,-1.628299,18.15817,0.585511,16.27039,0.5513334,0.5312811,0.5858857,850.6729,61.03207,15.24145,61.77489,15.2057,7.166194,9.684302,460.1847,56.43168,22.32565,49.60611,21.24936,20.25421,29.00359,-1.423459,17.50651,0.9828942,14.68242,0.9594126,0.9562163,0.9512866,228.3752,63.04213,11.80996,53.75041,10.41012,5.710952,6.137474
2025-12-30 03:08:00,-1.559203,17.99207,0.5881462,16.23581,0.5565376,0.5311146,0.5954697,847.7792,60.88562,15.24348,61.87189,15.26289,7.139699,9.668874,460.0441,56.40943,22.23359,49.62587,21.33536,20.43882,29.01052,-1.358373,17.57026,0.9658422,14.65432,0.9787023,0.9925581,0.9513942,227.7527,63.05629,11.80053,53.7327,10.33742,5.67081,6.152448
2025-12-30 03:09:00,-1.579692,18.12962,0.622732,16.2979,0.5459737,0.5284559,0.5531763,848.3596,61.11709,15.24124,61.78179,15.25818,7.157495,9.700702,459.6209,56.38862,22.08669,49.6255,21.30131,20.149,28.85691,-1.450292,17.62954,0.9623071,14.69136,0.94967,1.000053,0.9586545,227.6484,63.05861,11.83628,53.73621,10.45044,5.66599,6.116566
2025-12-30 03:10:00,-1.503952,18.09772,0.5982133,16.21549,0.5812091,0.5301785,0.5983517,848.1889,60.76865,15.22479,61.65792,15.17771,7.102209,9.658273,459.0755,56.40612,22.20274,49.6138,21.18758,19.90381,28.84219,-1.441287,17.4434,0.9449893,14.592,0.9627776,0.9720489,0.9682239,227.6899,63.04592,11.88265,53.7452,10.4408,5.56065,6.143938
2025-12-30 03:11:00,-1.496668,18.16377,0.5945153,16.20305,0.559415,0.5365727,0.5606076,848.2029,60.6247,15.23669,61.50364,15.28962,7.139664,9.623601,459.3337,56.41822,22.38575,49.61472,21.49013,20.23612,28.88876,-1.406423,17.52143,0.9388927,14.68477,0.9650791,1.024471,0.9724804,227.9764,63.04893,11.76012,53.74953,10.37846,5.791974,6.11546
2025-12-30 03:12:00,-1.683743,18.14508,0.5951331,16.22221,0.5764567,0.5450628,0.583912,850.8975,61.1576,15.16519,61.63668,15.13347,7.128419,9.680163,461.3803,56.43164,22.2664,49.62551,21.38038,20.43213,28.93961,-1.518844,17.41839,0.9961022,14.71855,0.9793146,0.9704741,0.9605059,228.2041,63.05275,11.66795,53.76229,10.39766,5.711707,6.275264
2025-12-30 03:13:00,-1.487123,18.20484,0.5938983,16.2065,0.5637739,0.5117859,0.5701126,850.74,60.82432,15.22616,61.97206,15.17209,7.124541,9.694379,461.6316,56.43493,22.29008,49.62436,21.25886,20.01116,28.77275,-1.487123,17.57646,0.9672517,14.69338,0.9767001,0.964207,0.9553282,228.2847,63.0471,11.80471,53.76066,10.35924,5.678538,6.220008
2025-12-30 03:14:00,-1.689791,18.17807,0.6242704,16.20142,0.5728397,0.5301739,0.5806719,850.4584,60.75575,15.30296,61.97698,15.14988,7.143843,9.660866,460.867,56.43806,22.30307,49.59393,21.15499,20.52114,28.90248,-1.3945,17.47687,0.985304,14.65042,0.9476745,0.9810554,0.9580953,227.8885,63.03902,11.76124,53.75785,10.41765,5.616352,6.168087
2025-12-30 03:15:00,-1.480841,18.21811,0.5807046,16.24265,0.5550654,0.5315868,0.5623571,850.5817,60.89425,15.30028,61.60161,15.18779,7.1908,9.638821,459.919,56.39226,22.39642,49.51631,21.06319,19.98124,28.76313,-1.558485,17.43991,0.948903,14.60986,0.9690614,0.9711984,0.9611427,227.9169,63.05023,11.84652,53.77106,10.38775,5.572364,6.200408
2025-12-30 03:16:00,-1.726592,18.09155,0.5987899,16.15484,0.5639662,0.5427437,0.564159,849.1223,60.92163,15.17278,62.00327,15.16407,7.101906,9.616436,459.2806,56.43526,22.24789,49.51137,21.25308,19.88998,28.75351,-1.419847,17.37348,0.9782885,14.61577,0.9619118,0.98192,0.9638025,228.0484,63.05757,11.80029,53.7555,10.31698,5.760433,6.195919
2025-12-30 03:17:00,-1.695569,17.95438,0.5997965,16.1484,0.5770224,0.5644986,0.5698324,851.712,60.88522,15.34107,61.77654,15.12605,7.110672,9.644458,459.8075,56.43489,22.15291,49.52385,21.43621,20.17431,28.86872,-1.273848,17.51789,1.01695,14.63132,0.9322602,0.9945934,0.9735116,227.8998,63.03778,11.72032,53.76094,10.5172,5.820668,6.286826
2025-12-30 03:18:00,-1.661074,18.13856,0.5981931,16.20603,0.563005,0.5352725,0.5745518,851.6366,60.49017,15.33259,61.48185,15.19388,7.112293,9.660791,460.6899,56.45512,22.38548,49.50409,21.18187,20.58478,28.89458,-1.448874,17.49487,0.9557878,14.65879,0.9740801,0.9716061,0.9334255,227.9657,63.04772,11.83102,53.77612,10.47094,5.706054,6.179282
2025-12-30 03:19:00,-1.464364,18.02353,0.5827404,16.21587,0.5404156,0.5503051,0.5578412,851.6691,60.79553,15.16278,61.60367,15.18542,7.165008,9.695555,461.1547,56.42181,22.07709,49.59338,21.00251,20.569,28.7056,-1.385413,17.54718,0.9907402,14.59307,0.9558855,0.9662044,0.9661241,228.2142,63.05726,11.83857,53.78205,10.37628,5.761251,6.157082
2025-12-30 03:20:00,-1.522354,18.19104,0.5974962,16.20289,0.5948251,0.5273087,0.5780016,851.5043,60.58766,15.20174,61.95499,15.24514,7.250707,9.668856,460.9669,56.44334,22.32625,49.58348,21.22515,19.89588,28.80862,-1.245318,17.52222,0.978573,14.60599,0.9481514,0.9781838,0.94871,228.2482,63.03776,11.77176,53.77132,10.39891,5.795758,6.135054
2025-12-30 03:21:00,-1.58773,18.22784,0.5922007,16.24963,0.5726066,0.5202873,0.5693792,848.0348,60.81793,15.33391,61.42562,15.21219,7.215364,9.67748,458.7924,56.42114,22.2871,49.60876,21.44543,19.97458,28.83026,-1.222335,17.32245,0.9620179,14.60309,0.9496118,0.9773975,0.9539176,227.5394,63.05678,11.87435,53.77205,10.47042,5.818052,6.221275
2025-12-30 03:22:00,-1.457641,18.07308,0.621748,16.1973,0.5792805,0.537848,0.5887901,848.9271,60.74689,15.32751,61.89502,15.21942,7.259484,9.651531,458.9572,56.44029,22.3247,49.61586,21.27913,20.42686,28.89905,-1.400571,17.43056,0.9983062,14.66891,0.9581692,1.001417,0.9742634,227.4671,63.03639,11.6757,53.77125,10.45451,5.665364,6.160513
2025-12-30 03:23:00,-1.562186,18.22535,0.6023686,16.20313,0.5698015,0.5334728,0.5884952,847.71,60.88327,15.26043,61.72703,15.12266,7.122957,9.693346,460.005,56.4375,22.39083,49.62598,21.05469,20.41377,28.76099,-1.348495,17.43932,0.9700326,14.70996,0.9580244,1.00301,0.9613033,228.0534,63.04818,11.68602,53.77084,10.36008,5.739416,6.187956
2025-12-30 03:24:00,-1.596041,18.09797,0.5857655,16.20164,0.5608594,0.5290514,0.5972355,848.081,60.9017,15.21892,61.87297,15.15991,7.176396,9.649495,460.0306,56.47107,22.43946,49.61176,21.45678,20.32168,28.84651,-1.374539,17.51893,0.941639,14.59762,0.9514135,0.988423,0.9258257,228.3057,63.04187,11.74602,53.74915,10.45107,5.774295,6.202354
2025-12-30 03:25:00,-1.617395,18.20891,0.6062742,16.21738,0.5561041,0.5310175,0.5588606,848.8425,60.82465,15.3236,61.39661,15.14212,7.12015,9.625841,459.2746,56.46598,22.21935,49.52914,21.05152,20.03699,28.86075,-1.449755,17.61032,0.9751716,14.6829,0.957289,0.9562514,0.9996243,227.8326,63.04781,11.65416,53.76585,10.32986,5.666466,6.229543
2025-12-30 03:26:00,-1.673715,18.08963,0.5806735,16.21943,0.5397022,0.5366946,0.5789711,848.4484,60.82512,15.28568,62.05376,15.20527,7.272548,9.646709,459.751,56.47487,22.31532,49.62672,21.274,20.17651,28.88143,-1.566773,17.49055,0.979589,14.60518,0.9647875,0.972813,0.9362063,227.6297,63.07019,11.81115,53.7676,10.36778,5.653917,6.202822
2025-12-30 03:27:00,-1.473113,18.16843,0.6005243,16.22804,0.5560616,0.5424514,0.5558884,848.4205,60.53102,15.19773,61.39651,15.24508,7.109552,9.640549,459.4673,56.469,22.31067,49.62317,21.35801,20.21534,28.85442,-1.492769,17.50846,0.9369345,14.65506,0.9487349,0.966696,0.9557419,228.0563,63.05851,11.95224,53.76432,10.37967,5.873999,6.277458
2025-12-30 03:28:00,-1.584509,18.24225,0.5999157,16.14495,0.5567747,0.5369617,0.5855366,849.3553,60.83456,15.25801,61.7183,15.14017,7.253896,9.68798,460.309,56.48727,22.30667,49.61407,21.08341,19.97441,28.69847,-1.434535,17.42484,0.9716646,14.5966,0.9557941,0.9498876,0.9529899,228.4695,63.07287,11.84409,53.76603,10.48037,5.672228,6.130541
2025-12-30 03:29:00,-1.495371,18.21898,0.577118,16.17864,0.5764409,0.5382325,0.576651,849.5482,60.96498,15.14434,61.90567,15.13246,7.170956,9.656383,460.9313,56.45345,22.42264,49.61412,21.25273,19.90092,28.7538,-1.556387,17.38129,0.9603311,14.56147,0.956935,0.9610257,0.955417,228.064,63.04321,11.754,53.75671,10.40941,5.682772,6.210046
2025-12-30 03:30:00,-1.550354,18.3124,0.5798495,16.19294,0.5796546,0.530907,0.5769167,848.0826,60.75737,15.21398,61.37677,15.22618,7.167242,9.633472,460.3491,56.47034,22.55368,49.62534,21.35597,20.01978,28.85288,-1.439059,17.37945,0.9650202,14.63473,0.9710698,0.9561357,0.9449203,227.8023,63.03222,11.80788,53.76342,10.41775,5.66178,6.205868
2025-12-30 03:31:00,-1.502715,18.12239,0.6100175,16.23357,0.575114,0.5337413,0.5824728,849.1127,60.77337,15.29248,61.68189,15.1472,7.140937,9.610318,459.2614,56.48154,22.29885,49.62613,21.33152,20.30043,28.7834,-1.426973,17.59139,0.9681998,14.63424,0.9531649,0.9808723,0.937518,227.9364,63.05774,11.78481,53.75723,10.33701,5.786158,6.185239
2025-12-30 03:32:00,-1.675582,17.94866,0.5864944,16.17158,0.5631877,0.540075,0.5706562,848.2897,60.59661,15.26924,62.14504,15.14425,7.223917,9.671316,458.9155,56.48745,22.33098,49.621,21.3082,19.99978,28.6454,-1.431442,17.33681,0.972433,14.65178,0.9478469,0.9591892,0.9197764,227.7298,63.05266,11.81783,53.78226,10.49853,5.783835,6.189767
2025-12-30 03:33:00,-1.626827,18.16793,0.5853099,16.1992,0.5663909,0.5133007,0.5778344,848.4286,61.0773,15.23727,61.66308,15.16546,7.242444,9.654918,459.6694,56.47886,22.33105,49.61571,21.32851,19.76348,28.66803,-1.302861,17.40664,0.954105,14.60882,0.9405417,0.9608287,0.9196375,228.1428,63.0477,11.73941,53.76307,10.47212,5.767837,6.239771
2025-12-30 03:34:00,-1.617603,18.24186,0.5838892,16.17046,0.5714526,0.5494511,0.5776191,849.9156,61.05503,15.34768,61.62727,15.14587,7.257998,9.672706,460.8034,56.46236,22.41532,49.61875,21.40255,19.78167,28.76801,-1.365619,17.41676,0.9853318,14.66567,0.9555132,0.9733833,0.9569121,228.2289,63.06916,11.74018,53.7685,10.46567,5.779319,6.107506
2025-12-30 03:35:00,-1.510123,18.01732,0.5891046,16.12347,0.5449859,0.5190237,0.5563252,849.6532,60.80136,15.26414,61.72736,15.09044,7.182884,9.659743,460.6473,56.48735,22.33169,49.61617,21.53168,19.78123,28.68935,-1.388053,17.43001,0.9609689,14.58568,0.9568442,0.975889,0.9524388,228.2337,63.05837,11.77293,53.77965,10.46314,5.768928,6.217153
2025-12-30 03:36:00,-1.371607,18.11625,0.5898148,16.16039,0.5733429,0.5154434,0.5956668,849.4808,60.91663,15.26869,61.83743,15.14854,7.160967,9.667717,460.0727,56.47869,22.3188,49.61984,21.47569,20.08406,28.73253,-1.493749,17.4513,0.9556412,14.68168,0.949873,0.9685702,0.9233491,227.8089,63.04606,11.81666,53.77911,10.4228,5.726521,6.194048
2025-12-30 03:37:00,-1.501153,18.08938,0.5859483,16.2622,0.5712138,0.5182954,0.5704244,848.8227,60.73321,15.3287,61.91407,15.15952,7.200664,9.636439,459.3474,56.49984,22.30108,49.61402,20.99128,20.35252,28.78508,-1.548928,17.5105,0.9585344,14.62407,0.95768,0.9747854,0.941645,227.9568,63.06993,11.82264,53.76817,10.4222,5.674522,6.229177
2025-12-30 03:38:00,-1.508675,18.1977,0.6132219,16.13756,0.5779899,0.5133494,0.5949357,847.5381,61.21126,15.21155,61.65698,15.22092,7.133446,9.637045,459.1537,56.49627,22.48089,49.61554,21.14747,20.18417,28.75547,-1.44428,17.42906,0.9714364,14.57788,0.9749791,0.9443771,0.9684217,227.685,63.07167,11.75344,53.77184,10.39563,5.693954,6.151421
2025-12-30 03:39:00,-1.692737,18.0435,0.5885631,16.20212,0.5816634,0.5242914,0.5755476,847.7867,60.91027,15.25944,61.88839,15.17904,7.28685,9.675085,460.1291,56.49199,22.49598,49.63248,21.54084,20.12556,28.77183,-1.401371,17.44142,0.9771029,14.61472,0.9743783,1.00089,0.957974,227.5657,63.07944,11.71962,53.76448,10.39346,5.688428,6.11442
2025-12-30 03:40:00,-1.449872,18.05904,0.5853154,16.13388,0.5578055,0.5214587,0.596819,849.5089,60.65103,15.24011,61.64679,15.20394,7.154074,9.670249,460.5383,56.50168,22.26373,49.61871,21.37203,20.1222,28.7401,-1.561082,17.45696,0.9502946,14.61234,0.9315013,0.9790499,0.9530259,227.9469,63.07876,11.80769,53.76479,10.34442,5.741467,6.148205
2025-12-30 03:41:00,-1.541212,18.08505,0.6043608,16.18761,0.5779979,0.5392969,0.58786,848.8625,60.75395,15.31321,61.92523,15.14668,7.245128,9.682777,459.8881,56.48627,22.37094,49.62083,21.04446,20.0917,28.64135,-1.388476,17.4143,0.9490797,14.56261,0.9449251,0.9721763,0.9534814,228.0031,63.07557,11.85053,53.77013,10.44792,5.764993,6.165429
2025-12-30 03:42:00,-1.568107,18.07146,0.6111968,16.14885,0.5538442,0.5309582,0.5555941,849.1868,60.81851,15.30457,61.70054,15.20769,7.13417,9.668198,459.7328,56.50471,22.56628,49.61994,21.21447,19.97019,28.71774,-1.31385,17.57071,0.9512649,14.6192,0.9459555,0.986222,0.9459435,227.308,63.06372,11.69702,53.78934,10.39446,5.735414,6.153693
2025-12-30 03:43:00,-1.590907,18.07903,0.5808326,16.16881,0.582145,0.5306071,0.58079,847.8063,60.804,15.2937,62.0052,15.17711,7.169707,9.621035,458.9475,56.503,22.36717,49.6138,21.22414,19.7444,28.6303,-1.582922,17.47772,0.9519914,14.61505,0.9569362,0.9897707,0.9644085,227.3942,63.05227,11.81478,53.79048,10.48522,5.771719,6.293586
2025-12-30 03:44:00,-1.634002,18.11475,0.6047475,16.10338,0.5831285,0.5289611,0.5798322,846.3611,60.92486,15.27308,61.76161,15.19989,7.188469,9.689689,458.8906,56.50821,22.28865,49.61499,21.42863,20.13836,28.69822,-1.371069,17.43583,0.9668651,14.55266,0.9643967,0.9675604,0.94868,227.6555,63.06809,11.72358,53.78701,10.42624,5.665438,6.245389
2025-12-30 03:45:00,-1.602137,18.11197,0.5885493,16.22142,0.5643989,0.5317162,0.57653,845.558,60.81286,15.24453,61.60588,15.17776,7.155124,9.677414,458.9493,56.50444,22.47812,49.61446,21.25334,20.2725,28.63989,-1.53349,17.41848,0.9582161,14.63264,0.9690784,0.9495526,0.9203222,227.8199,63.06686,11.79438,53.79791,10.39949,5.740958,6.138288
2025-12-30 03:46:00,-1.602326,17.92436,0.6099854,16.10329,0.5723963,0.5145335,0.563135,846.3022,60.78516,15.31433,61.82391,15.24492,7.298462,9.673122,458.11,56.50246,22.363,49.6135,21.07924,19.92944,28.61553,-1.506777,17.44755,0.9854482,14.61297,0.9718665,0.9879439,0.9620048,227.3571,63.05487,11.76943,53.7854,10.46945,5.679877,6.108201
2025-12-30 03:47:00,-1.640233,18.05294,0.5966902,16.11907,0.5793236,0.5449085,0.5524046,846.4342,60.89835,15.18266,61.9898,15.15105,7.078253,9.662313,457.8235,56.50007,22.32694,49.6134,21.20316,20.07241,28.63786,-1.396093,17.37271,0.9841321,14.56899,0.990317,0.9718037,0.9763483,227.057,63.05465,11.72999,53.79105,10.44715,5.786384,6.181566
2025-12-30 03:48:00,-1.625257,18.03837,0.5871156,16.25881,0.5676628,0.5528687,0.5953509,847.8215,60.38913,15.2312,61.63026,15.17865,7.262659,9.718276,458.3832,56.51662,22.13329,49.61777,21.00224,20.32617,28.62187,-1.553849,17.47399,0.9533322,14.59179,0.9326475,1.009256,0.9419103,227.5258,63.04601,11.81717,53.80717,10.47206,5.622517,6.094877
2025-12-30 03:49:00,-1.696847,18.06148,0.5938674,16.13903,0.5388935,0.5312607,0.5703676,848.8298,60.89392,15.24699,62.04417,15.15141,7.169161,9.728229,458.9347,56.53185,22.44754,49.59738,21.22644,19.91828,28.60819,-1.440573,17.4234,0.9720615,14.67397,0.9455908,1.006754,0.9638837,227.597,63.04553,11.77113,53.78839,10.43314,5.779743,6.114689
2025-12-30 03:50:00,-1.582436,18.162,0.6048921,16.12891,0.5752471,0.5145145,0.5705348,849.7918,60.73134,15.18749,61.43774,15.22653,7.221246,9.651631,459.8427,56.53534,22.18511,49.61796,21.32768,19.82346,28.67424,-1.488497,17.5939,0.9832281,14.56684,0.9522735,0.9848922,0.9588538,227.9015,63.05163,11.8575,53.7865,10.512,5.626823,6.120031
2025-12-30 03:51:00,-1.598866,18.13793,0.6095636,16.15759,0.5614633,0.5043566,0.5325934,851.1379,61.01168,15.16005,61.71761,15.19948,7.196315,9.710831,460.2951,56.51512,22.31806,49.61988,21.41914,20.24882,28.66208,-1.569117,17.47499,0.9354818,14.59369,0.9654562,0.9585912,0.9559686,227.8283,63.07017,11.72146,53.80962,10.52787,5.786723,6.117138
2025-12-30 03:52:00,-1.472101,17.98335,0.5971764,16.06485,0.5635091,0.5254513,0.5611152,850.6993,60.87972,15.24896,61.45803,15.16557,7.20787,9.660294,459.5808,56.51463,22.41178,49.61634,21.01395,20.32116,28.71069,-1.264278,17.42031,0.9766788,14.6031,0.9471623,0.9843425,0.9378056,227.5019,63.08448,11.70836,53.79784,10.39432,5.758745,6.191847
2025-12-30 03:53:00,-1.503048,18.07554,0.6166081,16.19616,0.5748481,0.5315696,0.5618033,851.1083,60.99752,15.27075,61.63427,15.17793,7.162805,9.685626,459.0411,56.53585,22.35568,49.62259,21.04013,20.02541,28.60699,-1.410939,17.50385,1.007782,14.6162,0.9812443,0.9761785,0.9585539,227.69,63.09103,11.7721,53.81957,10.40789,5.852739,6.186604
2025-12-30 03:54:00,-1.671689,18.06212,0.5825539,16.09527,0.5790974,0.5303308,0.5568477,850.4513,60.76087,15.16451,61.66728,15.23579,7.147671,9.676503,459.19,56.53477,22.23817,49.62252,21.14799,19.90329,28.62009,-1.380069,17.47384,0.978457,14.6188,0.9853244,1.010395,0.9697123,227.9052,63.10456,11.61191,53.79928,10.49773,5.781324,6.201958
2025-12-30 03:55:00,-1.385321,17.96173,0.6109916,16.20092,0.5762004,0.5368249,0.6078947,851.9175,61.21854,15.20465,61.96851,15.19106,7.160505,9.692645,459.9448,56.54724,22.38437,49.62217,21.33656,20.15567,28.72766,-1.44357,17.49212,0.9902158,14.656,0.9717111,0.9744624,0.9583939,227.798,63.11831,11.67072,53.81072,10.40864,5.818262,6.126935
2025-12-30 03:56:00,-1.693562,18.08626,0.6305088,16.19683,0.5718376,0.5553497,0.6041659,850.0809,60.79343,15.22619,61.94487,15.12132,7.230742,9.673891,460.2616,56.52944,22.37996,49.62636,21.2958,20.41504,28.68309,-1.358196,17.35744,0.9837819,14.59466,0.9515228,0.9986933,0.9371074,227.6609,63.09969,11.65094,53.80916,10.39886,5.738574,6.04387
2025-12-30 03:57:00,-1.677654,18.03423,0.6075612,16.15695,0.5696096,0.5522624,0.5611501,849.5937,61.02176,15.31746,62.02292,15.08374,7.214102,9.714089,458.5768,56.5351,22.2221,49.61172,21.08253,20.4301,28.6088,-1.449178,17.39267,0.9650216,14.61702,0.9558367,0.9736346,0.9496869,227.4783,63.10501,11.7151,53.81945,10.40095,5.889143,6.104817
2025-12-30 03:58:00,-1.582556,18.0784,0.6150047,16.22086,0.543845,0.5305017,0.5977792,847.9178,61.04638,15.28705,61.98153,15.1818,7.199602,9.640339,457.6146,56.53606,22.30399,49.61003,21.38593,19.66892,28.59718,-1.582556,17.38717,0.9464427,14.60397,0.9645241,0.9842782,0.9425194,227.4745,63.10948,11.69171,53.82037,10.42833,5.679788,6.126657
2025-12-30 03:59:00,-1.476394,17.95089,0.6201749,16.21832,0.577292,0.5086371,0.561186,850.0507,60.69897,15.20025,61.71131,15.24721,7.23425,9.672825,458.3917,56.54858,22.40948,49.61457,21.41787,19.87298,28.61631,-1.581139,17.42682,0.9642426,14.60223,0.976526,0.9693414,0.9544788,227.4668,63.10478,11.58073,53.82426,10.42204,5.694798,6.212801
2025-12-30 04:00:00,-1.450879,18.03744,0.6114526,16.23909,0.5869644,0.5502087,0.5879263,850.3486,61.28827,15.23974,61.83445,15.16813,7.143106,9.639815,459.2369,56.51899,22.3024,49.69045,21.00422,20.24573,28.66143,-1.459761,17.3686,0.9718398,14.63195,0.9340109,0.9941642,0.96106,227.7664,63.11175,11.64694,53.82516,10.38292,5.642173,6.114183
2025-12-30 04:01:00,-1.532573,18.08367,0.6015209,16.1173,0.5694281,0.5078555,0.5787827,850.1125,60.94388,15.24263,61.76638,15.22945,7.220831,9.648557,460.5639,56.53149,22.42946,49.72124,21.072,20.0716,28.54961,-1.478232,17.22609,0.9692904,14.59764,0.9546724,0.9675623,0.9762302,228.2882,63.12189,11.76988,53.82624,10.5094,5.71902,6.129344
2025-12-30 04:02:00,-1.572693,18.07846,0.608422,16.13378,0.5386173,0.535214,0.5788283,849.5465,61.14274,15.24496,61.52085,15.09605,7.310629,9.693101,460.0562,56.52337,22.37103,49.73328,21.52393,19.85323,28.59355,-1.457772,17.46462,0.9721334,14.60669,0.9700209,0.9684345,0.9311404,227.8801,63.11106,11.65404,53.80962,10.39711,5.687748,6.181426
2025-12-30 04:03:00,-1.53033,18.06015,0.6332833,16.17099,0.5742683,0.5304487,0.5779836,848.6008,61.24373,15.23771,62.08099,15.17954,7.293034,9.62963,457.8297,56.53748,22.47259,49.7026,21.37566,19.69276,28.72341,-1.40826,17.34772,0.9619305,14.58695,0.9411205,0.9803164,0.9260888,227.3477,63.1248,11.58851,53.83748,10.34311,5.806028,6.152958
2025-12-30 04:04:00,-1.586652,17.94453,0.5867615,16.1956,0.5629672,0.5307217,0.5472665,847.4168,60.91815,15.20442,61.94411,15.21234,7.212708,9.678858,458.131,56.54911,22.41132,49.67971,21.26771,20.35513,28.65627,-1.431432,17.36789,0.9454422,14.6574,0.9174364,0.9596371,0.9441766,227.3504,63.11038,11.62154,53.84519,10.52338,5.765443,6.169165
2025-12-30 04:05:00,-1.355343,18.08119,0.5999165,16.13222,0.5780705,0.5309287,0.6264144,847.616,60.79223,15.28681,62.02953,15.13426,7.184623,9.71876,458.2446,56.55773,22.33778,49.73431,20.9994,20.3651,28.73114,-1.400466,17.42956,0.9649549,14.66423,0.9520646,0.9991775,0.9640685,227.9272,63.09865,11.85584,53.85679,10.43183,5.758979,6.190366
